Y, X
456.0906952430737, 375.94835874193103
456.0906952430737, 377.9480840543881
456.0906952430737, 379.9478093668452
342.84679822268686, 381.9475346793023
415.31704129639314, 383.9472599917593
405.12362780972296, 385.9469853042164
405.12362780972296, 387.9467106166735
407.39353110297964, 389.9464359291306
403.30418844746475, 391.9461612415877
332.15351672765297, 393.94588655404476
405.12362780972296, 395.94561186650185
405.12362780972296, 397.94533717895894
287.94157344485114, 399.94506249141597
405.12362780972296, 401.94478780387306
264.16570831155263, 403.94451311633014
405.12362780972296, 405.94423842878723
405.12362780972296, 407.9439637412443
405.12362780972296, 409.9436890537014
405.12362780972296, 411.9434143661585
405.12362780972296, 413.9431396786156
374.9844393622583, 415.9428649910726
405.12362780972296, 417.9425903035297
423.825245687402, 419.9423156159868
411.0905462624151, 421.9420409284439
409.4302940407737, 423.94176624090096
423.58829979090444, 425.94149155335805
423.52329979090433, 427.94121686581514
410.70168452692116, 429.94094217827217
403.70691322530064, 431.94066749072925
289.5498562467329, 433.94039280318634
294.6556351280712, 435.94011811564343
292.26405645582855, 437.9398434281005
264.3582958703608, 439.9395687405576
277.7329038159959, 441.9392940530147
269.12650287506534, 443.9390193654718
266.93491897543134, 445.9387446779288
267.83589780449563, 447.9384699903859
283.99906691061165, 449.938195302843
302.11447856769473, 451.9379206153001
304.91054887611085, 453.93764592775716
296.97334553058033, 455.93737124021425
143.0, 457.93709655267133
267.6994249869316, 459.93682186512837
211.27042080501826, 461.93654717758545
270.9442943021433, 463.93627249004254
207.93581547307895, 465.9359978024996
241.8013421327758, 467.9357231149567
318.3448732357555, 469.9354484274138
308.7444276006273, 471.9351737398709
310.7834330893885, 473.934899052328
343.3345530580241, 475.934624364785
425.98614741244126, 477.9343496772421
466.2841087297439, 479.9340749896992
460.8194027705175, 481.93380030215627
466.2841087297439, 483.93352561461336
252.3295582854156, 485.93325092707045
423.08121144798747, 487.93297623952753
424.2872451646629, 489.93270155198456
498.44352979613177, 491.93242686444165
425.98614741244126, 493.93215217689874
498.91725169890225, 495.9318774893558
468.11676555148983, 497.9316028018129
497.9862532671197, 499.93132811427
503.28689623627815, 501.9310534267271
501.13239937271305, 503.9307787391842
500.3048131207528, 505.9305040516412
549.7906416623105, 507.9302293640983
518.9161003659174, 509.9299546765554
617.0277051751176, 511.92967998901247
636.2253005750131, 513.9294053014695
642.9699424986932, 515.9291306139266
636.2596353894407, 517.9288559263837
636.2596353894407, 519.9285812388408
636.258616048092, 521.9283065512979
651.4304756926294, 523.928031863755
698.405122843701, 525.927757176212
722.5465237846315, 527.927482488669
636.2599921589127, 529.9272078011262
636.2599921589127, 531.9269331135832
718.5541035023523, 533.9266584260404
642.6308755880816, 535.9263837384974
685.2726084683743, 537.9261090509546
726.0292733925771, 539.9258343634116
702.4485101934135, 541.9255596758687
702.4315211709358, 543.9252849883258
668.2390237846315, 545.9250103007828
667.7321562990068, 547.9247356132399
667.3575653423942, 549.924460925697
667.2532867224255, 551.9241862381541
636.2592786199687, 553.9239115506111
636.2253005750131, 555.9236368630683
636.2592786199687, 557.9233621755253
617.0277051751176, 559.9230874879823
617.0277051751176, 561.9228128004395
636.2592786199687, 563.9225381128965
651.4304756926294, 565.9222634253537
585.8750705697857, 567.9219887378107
636.2253005750131, 569.9217140502678
636.2592786199687, 571.9214393627249
636.2585650810246, 573.9211646751819
700.833125980136, 575.920889987639
692.5267511761631, 577.9206153000961
692.5562441191845, 579.9203406125532
685.2726084683743, 581.9200659250102
651.4304756926294, 583.9197912374674
636.2592786199687, 585.9195165499244
636.2592786199687, 587.9192418623815
590.388917929953, 589.9189671748386
556.5166126502875, 591.9186924872956
425.8162571876634, 593.9184177997528
451.51203476215375, 595.9181431122098
422.5883429168845, 597.917868424667
323.76224777835864, 599.917593737124
292.80920020909565, 601.9173190495811
371.1455828541558, 603.9170443620382
425.3339048614742, 605.9167696744952
466.2841087297439, 607.9164949869523
469.717522216414, 609.9162202994094
528.2395739675902, 611.9159456118665
618.8625196027183, 613.9156709243235
636.2592786199687, 615.9153962367807
635.8860467851542, 617.9151215492377
618.8625196027183, 619.9148468616947
618.8625196027183, 621.9145721741519
651.4304756926294, 623.9142974866089
685.8162571876634, 625.9140227990661
702.4315211709358, 627.9137481115231
708.4796131730267, 629.9134734239802
717.7216414009409, 631.9131987364373
718.5371144798745, 633.9129240488943
718.5371144798745, 635.9126493613514
728.0, 637.9123746738085
